Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2,CH4,N2O,HFCs,PFCs,SF6,NF3,CO2eq,Unit
2009,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3088.84325,370.2873166,0.075661636,0,0,0,0,13476.93845,kt
2010,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3074.344419,398.3331372,0.074522943,0,0,0,0,14247.42084,kt
2011,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,4058.072352,441.6690121,0.087807241,0,0,0,0,16448.07361,kt
2012,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,4178.426004,485.7728607,0.095223769,0,0,0,0,17805.3004,kt
2013,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,4306.961782,504.7122379,0.09979241,0,0,0,0,18465.34943,kt
2014,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3859.385656,508.8187678,0.092780641,0,0,0,0,18130.89802,kt
2015,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3462.936545,471.372749,0.088436562,0,0,0,0,16684.80921,kt
2016,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,2824.063594,419.7688091,0.075707311,0,0,0,0,14597.65269,kt
2017,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3156.669051,404.212311,0.090228678,0,0,0,0,14498.52436,kt
2018,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3532.157967,403.5950049,0.103334314,0,0,0,0,14860.2017,kt
2019,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3553.478583,385.9620931,0.103428585,0,0,0,0,14387.82576,kt
2020,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3025.615697,345.7029212,0.084794052,0,0,0,0,12727.76791,kt
2021,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3280.525112,359.271244,0.091409876,0,0,0,0,13364.34356,kt
2022,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3229.835349,361.9078921,0.08624565,0,0,0,0,13386.11143,kt
2023,Alberta,5,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Light Oil Production, ,3291.813271,371.2491521,0.084098131,0,0,0,0,13709.07553,kt
1990,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1314.972436,134.4849443,0.016988703,0,0,0,0,5085.052883,kt
1991,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1414.30475,152.9250572,0.01578586,0,0,0,0,5700.389604,kt
1992,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1609.679551,186.767448,0.01778122,0,0,0,0,6843.880119,kt
1993,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1633.594927,184.3388427,0.020697289,0,0,0,0,6800.567304,kt
1994,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1495.760441,186.5837328,0.019963106,0,0,0,0,6725.395184,kt
1995,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1559.635253,207.9776276,0.020904466,0,0,0,0,7388.548511,kt
1996,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1855.613643,222.9396093,0.022557462,0,0,0,0,8103.900432,kt
1997,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1812.060349,218.6331915,0.021352041,0,0,0,0,7939.448003,kt
1998,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1283.236088,201.770961,0.018117557,0,0,0,0,6937.624147,kt
1999,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1605.651794,211.0023204,0.028013535,0,0,0,0,7521.140353,kt
2000,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1986.750572,192.6071032,0.034789045,0,0,0,0,7388.968558,kt
2001,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1679.965656,163.3440307,0.03379295,0,0,0,0,6262.553648,kt
2002,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1597.796939,135.5656486,0.03457721,0,0,0,0,5402.798062,kt
2003,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1512.597858,112.7568489,0.035371948,0,0,0,0,4679.163193,kt
2004,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1211.805562,88.69592552,0.030675297,0,0,0,0,3703.420431,kt
2005,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1318.938985,62.63992727,0.034878606,0,0,0,0,3082.099779,kt
2006,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1325.956438,71.17931341,0.03532313,0,0,0,0,3328.337843,kt
2007,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1760.692366,73.44887897,0.04580366,0,0,0,0,3829.398947,kt
2008,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1853.001846,75.75684828,0.051038226,0,0,0,0,3987.718727,kt
2009,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1913.655306,71.27048766,0.050876974,0,0,0,0,3922.711359,kt
2010,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2053.901973,86.14323366,0.054162231,0,0,0,0,4480.265507,kt
2011,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2621.323134,75.88121432,0.068279078,0,0,0,0,4764.091091,kt
2012,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2918.759119,74.20541671,0.082484425,0,0,0,0,5018.369159,kt
2013,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,3023.908548,75.88001642,0.085890846,0,0,0,0,5171.310082,kt
2014,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2563.623161,71.12455003,0.077515804,0,0,0,0,4575.65225,kt
2015,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2492.757683,64.72545743,0.078214954,0,0,0,0,4325.797454,kt
2016,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1870.556945,51.11408685,0.061884879,0,0,0,0,3318.15087,kt
2017,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2309.193055,48.87181212,0.080044587,0,0,0,0,3698.81561,kt
2018,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2425.459459,48.18136837,0.085921489,0,0,0,0,3797.306968,kt
2019,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2269.2964,46.47537351,0.078892596,0,0,0,0,3591.513396,kt
2020,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1910.364234,44.28172457,0.06724006,0,0,0,0,3168.071138,kt
2021,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2067.809483,43.03630415,0.075948033,0,0,0,0,3292.952228,kt
2022,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,2014.844386,45.33226372,0.075499314,0,0,0,0,3304.155088,kt
2023,Alberta,6,Oil and Gas,Upstream Oil and Gas,Conventional Oil Production,Conventional Heavy Oil Production, ,1988.792159,47.75895614,0.07503036,0,0,0,0,3345.925976,kt
1990,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,13380.7082,67.89604017,0.126641117,0,0,0,0,15315.35722,kt
1991,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,13773.6672,72.00361792,0.141756219,0,0,0,0,15827.33389,kt
1992,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,14483.53202,70.38774459,0.136340405,0,0,0,0,16490.51907,kt
1993,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,15055.56237,66.7353881,0.124545185,0,0,0,0,16957.15772,kt
1994,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,15817.115,74.31557504,0.143039475,0,0,0,0,17935.85656,kt
1995,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,15656.38041,87.47536142,0.124892305,0,0,0,0,18138.78699,kt
1996,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,16096.5016,99.31246624,0.135965902,0,0,0,0,18913.28162,kt
1997,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,17192.41529,131.1459262,0.16734513,0,0,0,0,20908.84768,kt
1998,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,18981.01042,143.9575512,0.224336567,0,0,0,0,23071.27104,kt
1999,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,19303.43893,132.8874925,0.202606675,0,0,0,0,23077.97949,kt
2000,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,19627.29946,149.1364808,0.191475925,0,0,0,0,23853.86204,kt
2001,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,21823.37753,167.7762451,0.237148268,0,0,0,0,26583.95669,kt
2002,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,22978.87577,164.0952489,0.230990542,0,0,0,0,27634.75523,kt
2003,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,26393.56847,165.2325361,0.293271762,0,0,0,0,31097.79649,kt
2004,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,29035.98981,177.9965549,0.33315384,0,0,0,0,34108.17912,kt
2005,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,28844.23231,180.1147727,0.299866895,0,0,0,0,33966.91068,kt
2006,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,33707.3349,212.0277274,0.369451942,0,0,0,0,39742.01603,kt
2007,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,36766.66317,232.6721192,0.401010022,0,0,0,0,43387.75017,kt
2008,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,38155.69898,249.4830113,0.447062189,0,0,0,0,45259.69478,kt
2009,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,41578.70782,242.160829,0.457519121,0,0,0,0,48480.4536,kt
2010,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,46907.18927,255.9971537,0.531299453,0,0,0,0,54215.90393,kt
2011,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,48312.60685,256.0066522,0.556002511,0,0,0,0,55628.13378,kt
2012,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,52993.09988,320.0328518,0.6564538,0,0,0,0,62127.97999,kt
2013,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,56819.82896,285.9575738,0.678531287,0,0,0,0,65006.45182,kt
2014,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,61555.3687,283.9429297,0.786998343,0,0,0,0,69714.32529,kt
2015,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,65144.62958,237.8575645,0.863696837,0,0,0,0,72033.52105,kt
2016,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,63310.39761,194.0966337,0.90736274,0,0,0,0,68985.55448,kt
2017,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,70364.84539,174.2540679,1.00518912,0,0,0,0,75510.33441,kt
2018,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,75241.98753,169.8806792,1.096654706,0,0,0,0,80289.26005,kt
2019,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,76823.21558,161.7126998,1.122750253,0,0,0,0,81648.69999,kt
2020,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,74750.69812,144.7580217,1.0868345,0,0,0,0,79091.93387,kt
2021,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,79153.76149,138.5072314,1.157765274,0,0,0,0,83338.77176,kt
2022,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,80073.31098,151.4143963,1.20528951,0,0,0,0,84632.3158,kt
2023,Alberta,8,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",, y,81705.17533,161.0639523,1.233583132,0,0,0,0,86541.86553,kt
1990,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2199.07011,23.39571609,0.023672084,0,0,0,0,2860.423263,kt
1991,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2321.844066,25.3974929,0.030275832,0,0,0,0,3040.996963,kt
1992,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2367.979633,26.92192276,0.029834644,0,0,0,0,3129.699651,kt
1993,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2441.619054,26.34309019,0.024213047,0,0,0,0,3185.642037,kt
1994,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2651.558445,27.89069427,0.030894367,0,0,0,0,3440.684892,kt
1995,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2623.467807,33.41987633,0.01947165,0,0,0,0,3564.384331,kt
1996,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2667.042186,33.31655605,0.028251455,0,0,0,0,3607.392391,kt
1997,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2584.652982,34.61914797,0.026622269,0,0,0,0,3561.044027,kt
1998,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2707.101739,35.40496855,0.028909317,0,0,0,0,3706.101827,kt
1999,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,2935.423938,37.13892713,0.030511091,0,0,0,0,3983.399336,kt
2000,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,3097.085527,33.95713452,0.029886744,0,0,0,0,4055.805281,kt
2001,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,3793.324557,50.2159101,0.04234454,0,0,0,0,5210.591343,kt
2002,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,4188.087151,50.92198506,0.043475902,0,0,0,0,5625.423847,kt
2003,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,5140.999577,49.92024218,0.062971564,0,0,0,0,6555.453822,kt
2004,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,5653.839496,52.38079481,0.06370128,0,0,0,0,7137.382589,kt
2005,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,5416.695731,49.67942033,0.057368857,0,0,0,0,6822.922248,kt
2006,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,6031.327525,54.60122337,0.064356081,0,0,0,0,7577.216141,kt
2007,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,6600.870689,58.60986114,0.06995362,0,0,0,0,8260.48451,kt
2008,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,6947.040116,54.29400373,0.075723521,0,0,0,0,8487.338953,kt
2009,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,7389.6447,55.66802667,0.078273434,0,0,0,0,8969.091906,kt
2010,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,8052.79001,58.32880185,0.084121393,0,0,0,0,9708.288631,kt
2011,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,8373.347672,50.09041667,0.092995702,0,0,0,0,9800.5232,kt
2012,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,8704.111898,65.23905289,0.10322701,0,0,0,0,10558.16054,kt
2013,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,9435.020823,59.82628658,0.128043671,0,0,0,0,11144.08842,kt
2014,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,10221.78058,52.24890248,0.147837236,0,0,0,0,11723.92671,kt
2015,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,10804.16873,50.08674574,0.157210481,0,0,0,0,12248.25839,kt
2016,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,10670.79741,51.57814273,0.16415348,0,0,0,0,12158.48608,kt
2017,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,12483.47004,52.3993062,0.198822474,0,0,0,0,14003.33857,kt
2018,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,14188.80983,53.82414573,0.251976847,0,0,0,0,15762.65978,kt
2019,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,15084.784,59.24668486,0.279682151,0,0,0,0,16817.80694,kt
2020,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,14384.33137,56.96568613,0.263693502,0,0,0,0,16049.24936,kt
2021,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,14940.0181,59.72735946,0.283264261,0,0,0,0,16687.44919,kt
2022,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,15417.92188,62.40825138,0.312101283,0,0,0,0,17248.05975,kt
2023,Alberta,9,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",Mining and Extraction, ,15416.94871,62.0764876,0.325336654,0,0,0,0,17241.30457,kt
1990,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3436.752425,42.52428125,0.069605109,0,0,0,0,4645.877654,kt
1991,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3182.324238,43.47263661,0.068729996,0,0,0,0,4417.771512,kt
1992,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3220.527069,40.62360684,0.0711617,0,0,0,0,4376.845911,kt
1993,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3373.719194,38.01476473,0.063858591,0,0,0,0,4455.055133,kt
1994,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3349.706553,44.31678868,0.069061887,0,0,0,0,4608.878036,kt
1995,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3553.322713,52.41549602,0.068769809,0,0,0,0,5039.180601,kt
1996,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,3562.330056,64.18356315,0.065436111,0,0,0,0,5376.810394,kt
1997,Alberta,10,Oil and Gas,Upstream Oil and Gas,"Oil Sands (Mining, In-Situ, Upgrading)",In-Situ, ,4917.308249,92.82094858,0.102362375,0,0,0,0,7543.420838,kt
